Dataset,n,Neighbour,Temperature,T0,Alpha,Best Energy,Iterations
four_normal_groups,8,consecutive_neighbour,exponentional_temperature,1000,0.3,547.5705244372891,117
four_normal_groups,8,arbitrary_neighbour,linear_temperature,10,0.99,409.48790419374546,158
four_normal_groups,8,arbitrary_neighbour,linear_temperature,10,0.9,409.4879041937453,156
four_normal_groups,8,arbitrary_neighbour,linear_temperature,10,0.8,409.4879041937454,159
four_normal_groups,8,arbitrary_neighbour,linear_temperature,10,0.5,409.4879041937455,131
four_normal_groups,8,arbitrary_neighbour,linear_temperature,10,0.3,409.48790419374535,144
four_normal_groups,8,arbitrary_neighbour,linear_temperature,100,0.99,409.4879041937454,250
four_normal_groups,8,arbitrary_neighbour,linear_temperature,100,0.9,409.487904193745,221
four_normal_groups,8,arbitrary_neighbour,linear_temperature,100,0.8,409.4879041937452,259
four_normal_groups,8,arbitrary_neighbour,linear_temperature,100,0.5,409.4879041937451,333
four_normal_groups,8,arbitrary_neighbour,linear_temperature,100,0.3,409.4879041937451,452
four_normal_groups,8,arbitrary_neighbour,linear_temperature,1000,0.99,409.48790419374166,1000
four_normal_groups,8,arbitrary_neighbour,linear_temperature,1000,0.9,409.6625105479576,1000
four_normal_groups,8,arbitrary_neighbour,linear_temperature,1000,0.8,409.4879041937452,1000
four_normal_groups,8,arbitrary_neighbour,linear_temperature,1000,0.5,409.4879041937452,1000
four_normal_groups,8,arbitrary_neighbour,linear_temperature,1000,0.3,409.4879041937435,1000
four_normal_groups,8,arbitrary_neighbour,logarytmic_temperature,10,0.99,409.4879041937451,1000
four_normal_groups,8,arbitrary_neighbour,logarytmic_temperature,10,0.9,409.4879041937452,1000
four_normal_groups,8,arbitrary_neighbour,logarytmic_temperature,10,0.8,409.48790419374507,1000
four_normal_groups,8,arbitrary_neighbour,logarytmic_temperature,10,0.5,409.4879041937451,1000
four_normal_groups,8,arbitrary_neighbour,logarytmic_temperature,10,0.3,409.48790419374507,1000
four_normal_groups,8,arbitrary_neighbour,logarytmic_temperature,100,0.99,409.4879041937452,1000
four_normal_groups,8,arbitrary_neighbour,logarytmic_temperature,100,0.9,409.48790419374484,1000
four_normal_groups,8,arbitrary_neighbour,logarytmic_temperature,100,0.8,409.4879041937451,1000
four_normal_groups,8,arbitrary_neighbour,logarytmic_temperature,100,0.5,409.48790419374524,1000
four_normal_groups,8,arbitrary_neighbour,logarytmic_temperature,100,0.3,409.4879041937444,1000
four_normal_groups,8,arbitrary_neighbour,logarytmic_temperature,1000,0.99,409.4879041937427,1000
four_normal_groups,8,arbitrary_neighbour,logarytmic_temperature,1000,0.9,409.48790419374353,1000
four_normal_groups,8,arbitrary_neighbour,logarytmic_temperature,1000,0.8,409.48790419374257,1000
four_normal_groups,8,arbitrary_neighbour,logarytmic_temperature,1000,0.5,409.4879041937445,1000
four_normal_groups,8,arbitrary_neighbour,logarytmic_temperature,1000,0.3,409.4879041937436,1000
four_normal_groups,8,arbitrary_neighbour,exponentional_temperature,10,0.99,409.4879041937453,481
four_normal_groups,8,arbitrary_neighbour,exponentional_temperature,10,0.9,409.48790419374563,148
four_normal_groups,8,arbitrary_neighbour,exponentional_temperature,10,0.8,409.4879041937457,142
four_normal_groups,8,arbitrary_neighbour,exponentional_temperature,10,0.5,409.4879041937454,117
four_normal_groups,8,arbitrary_neighbour,exponentional_temperature,10,0.3,409.4879041937453,159
four_normal_groups,8,arbitrary_neighbour,exponentional_temperature,100,0.99,409.48790419374507,639
four_normal_groups,8,arbitrary_neighbour,exponentional_temperature,100,0.9,409.48790419374563,165
four_normal_groups,8,arbitrary_neighbour,exponentional_temperature,100,0.8,409.4879041937454,138
four_normal_groups,8,arbitrary_neighbour,exponentional_temperature,100,0.5,409.48790419374535,120
four_normal_groups,8,arbitrary_neighbour,exponentional_temperature,100,0.3,409.48790419374546,217
four_normal_groups,8,arbitrary_neighbour,exponentional_temperature,1000,0.99,409.48790419374427,1000
four_normal_groups,8,arbitrary_neighbour,exponentional_temperature,1000,0.9,409.4879041937454,173
four_normal_groups,8,arbitrary_neighbour,exponentional_temperature,1000,0.8,409.48790419374563,215
four_normal_groups,8,arbitrary_neighbour,exponentional_temperature,1000,0.5,409.4879041937453,176
four_normal_groups,8,arbitrary_neighbour,exponentional_temperature,1000,0.3,409.4879041937454,141
four_normal_groups,20,consecutive_neighbour,linear_temperature,10,0.99,1144.9795360304383,267
four_normal_groups,20,consecutive_neighbour,linear_temperature,10,0.9,1147.8495602308244,217
four_normal_groups,20,consecutive_neighbour,linear_temperature,10,0.8,1271.5434370326116,158
four_normal_groups,20,consecutive_neighbour,linear_temperature,10,0.5,1146.1149816550794,219
four_normal_groups,20,consecutive_neighbour,linear_temperature,10,0.3,1156.9176379465562,132
four_normal_groups,20,consecutive_neighbour,linear_temperature,100,0.99,1154.2748582868376,207
four_normal_groups,20,consecutive_neighbour,linear_temperature,100,0.9,1098.1397242471053,251
four_normal_groups,20,consecutive_neighbour,linear_temperature,100,0.8,1016.8194983423136,248
four_normal_groups,20,consecutive_neighbour,linear_temperature,100,0.5,835.5011566895774,363
four_normal_groups,20,consecutive_neighbour,linear_temperature,100,0.3,881.0523661079266,472
four_normal_groups,20,consecutive_neighbour,linear_temperature,1000,0.99,1125.1345174384205,1000
four_normal_groups,20,consecutive_neighbour,linear_temperature,1000,0.9,1109.0401450564127,1000
four_normal_groups,20,consecutive_neighbour,linear_temperature,1000,0.8,1052.0129756942451,1000
four_normal_groups,20,consecutive_neighbour,linear_temperature,1000,0.5,1141.0489896110514,1000
four_normal_groups,20,consecutive_neighbour,linear_temperature,1000,0.3,983.0182733739409,1000
four_normal_groups,20,consecutive_neighbour,logarytmic_temperature,10,0.99,1144.9795360304388,1000
four_normal_groups,20,consecutive_neighbour,logarytmic_temperature,10,0.9,938.479284229773,1000
four_normal_groups,20,consecutive_neighbour,logarytmic_temperature,10,0.8,1146.1149816550806,1000
four_normal_groups,20,consecutive_neighbour,logarytmic_temperature,10,0.5,948.8767173955187,1000
four_normal_groups,20,consecutive_neighbour,logarytmic_temperature,10,0.3,1008.9360820839361,1000
four_normal_groups,20,consecutive_neighbour,logarytmic_temperature,100,0.99,1016.6253357083592,1000
four_normal_groups,20,consecutive_neighbour,logarytmic_temperature,100,0.9,932.0915999854858,1000
four_normal_groups,20,consecutive_neighbour,logarytmic_temperature,100,0.8,947.3277762873586,1000
four_normal_groups,20,consecutive_neighbour,logarytmic_temperature,100,0.5,819.3406214732433,1000
four_normal_groups,20,consecutive_neighbour,logarytmic_temperature,100,0.3,940.1055750376821,1000
four_normal_groups,20,consecutive_neighbour,logarytmic_temperature,1000,0.99,782.481057837328,1000
four_normal_groups,20,consecutive_neighbour,logarytmic_temperature,1000,0.9,1060.433435554264,1000
four_normal_groups,20,consecutive_neighbour,logarytmic_temperature,1000,0.8,784.5405157364539,1000
four_normal_groups,20,consecutive_neighbour,logarytmic_temperature,1000,0.5,931.8566584267722,1000
four_normal_groups,20,consecutive_neighbour,logarytmic_temperature,1000,0.3,1024.3661567102006,1000
four_normal_groups,20,consecutive_neighbour,exponentional_temperature,10,0.99,1091.5585247505526,820
four_normal_groups,20,consecutive_neighbour,exponentional_temperature,10,0.9,1147.8495602308242,224
four_normal_groups,20,consecutive_neighbour,exponentional_temperature,10,0.8,1008.9360820839358,184
four_normal_groups,20,consecutive_neighbour,exponentional_temperature,10,0.5,1292.5620343397843,187
four_normal_groups,20,consecutive_neighbour,exponentional_temperature,10,0.3,1160.2404233701313,146
four_normal_groups,20,consecutive_neighbour,exponentional_temperature,100,0.99,1007.3445394532303,1000
four_normal_groups,20,consecutive_neighbour,exponentional_temperature,100,0.9,1146.1149816550792,261
four_normal_groups,20,consecutive_neighbour,exponentional_temperature,100,0.8,1015.527949261171,143
four_normal_groups,20,consecutive_neighbour,exponentional_temperature,100,0.5,1181.8513185002932,254
four_normal_groups,20,consecutive_neighbour,exponentional_temperature,100,0.3,1092.7122079327598,214
four_normal_groups,20,consecutive_neighbour,exponentional_temperature,1000,0.99,967.6998397435149,950
four_normal_groups,20,consecutive_neighbour,exponentional_temperature,1000,0.9,1152.5122389264275,206
four_normal_groups,20,consecutive_neighbour,exponentional_temperature,1000,0.8,1148.8617502437583,207
four_normal_groups,20,consecutive_neighbour,exponentional_temperature,1000,0.5,1154.9316863458478,171
four_normal_groups,20,consecutive_neighbour,exponentional_temperature,1000,0.3,1108.8737558579403,131
four_normal_groups,20,arbitrary_neighbour,linear_temperature,10,0.99,496.0274969782955,370
four_normal_groups,20,arbitrary_neighbour,linear_temperature,10,0.9,477.68679972503367,470
four_normal_groups,20,arbitrary_neighbour,linear_temperature,10,0.8,464.39624917755737,625
four_normal_groups,20,arbitrary_neighbour,linear_temperature,10,0.5,603.0694301512985,356
four_normal_groups,20,arbitrary_neighbour,linear_temperature,10,0.3,581.1589569661901,638
four_normal_groups,20,arbitrary_neighbour,linear_temperature,100,0.99,577.0208300117715,797
four_normal_groups,20,arbitrary_neighbour,linear_temperature,100,0.9,552.4986296151408,598
four_normal_groups,20,arbitrary_neighbour,linear_temperature,100,0.8,552.6647633846102,325
four_normal_groups,20,arbitrary_neighbour,linear_temperature,100,0.5,463.47508113196113,840
four_normal_groups,20,arbitrary_neighbour,linear_temperature,100,0.3,609.5620125679259,733
four_normal_groups,20,arbitrary_neighbour,linear_temperature,1000,0.99,789.6132765869335,1000
four_normal_groups,20,arbitrary_neighbour,linear_temperature,1000,0.9,1023.3415969491465,1000
four_normal_groups,20,arbitrary_neighbour,linear_temperature,1000,0.8,778.2951225166435,1000
four_normal_groups,20,arbitrary_neighbour,linear_temperature,1000,0.5,982.9101018941471,1000
four_normal_groups,20,arbitrary_neighbour,linear_temperature,1000,0.3,996.7322530386626,1000
four_normal_groups,20,arbitrary_neighbour,logarytmic_temperature,10,0.99,456.6428278972512,1000
four_normal_groups,20,arbitrary_neighbour,logarytmic_temperature,10,0.9,456.7347414431975,1000
four_normal_groups,20,arbitrary_neighbour,logarytmic_temperature,10,0.8,568.3197898033497,1000
four_normal_groups,20,arbitrary_neighbour,logarytmic_temperature,10,0.5,549.288274319156,1000
four_normal_groups,20,arbitrary_neighbour,logarytmic_temperature,10,0.3,558.295572650403,1000
four_normal_groups,20,arbitrary_neighbour,logarytmic_temperature,100,0.99,483.8375909731001,1000
four_normal_groups,20,arbitrary_neighbour,logarytmic_temperature,100,0.9,479.87919644675276,1000
four_normal_groups,20,arbitrary_neighbour,logarytmic_temperature,100,0.8,555.372044883021,1000
four_normal_groups,20,arbitrary_neighbour,logarytmic_temperature,100,0.5,494.7752559164688,1000
four_normal_groups,20,arbitrary_neighbour,logarytmic_temperature,100,0.3,489.7444685520286,1000
four_normal_groups,20,arbitrary_neighbour,logarytmic_temperature,1000,0.99,848.3988994485037,1000
four_normal_groups,20,arbitrary_neighbour,logarytmic_temperature,1000,0.9,819.7753736574496,1000
four_normal_groups,20,arbitrary_neighbour,logarytmic_temperature,1000,0.8,841.6702225083573,1000
four_normal_groups,20,arbitrary_neighbour,logarytmic_temperature,1000,0.5,802.2672936417293,1000
four_normal_groups,20,arbitrary_neighbour,logarytmic_temperature,1000,0.3,929.6992010817366,1000
four_normal_groups,20,arbitrary_neighbour,exponentional_temperature,10,0.99,547.4331084930133,666
four_normal_groups,20,arbitrary_neighbour,exponentional_temperature,10,0.9,552.3492986610074,575
four_normal_groups,20,arbitrary_neighbour,exponentional_temperature,10,0.8,554.6562659668406,409
four_normal_groups,20,arbitrary_neighbour,exponentional_temperature,10,0.5,589.672127827048,765
four_normal_groups,20,arbitrary_neighbour,exponentional_temperature,10,0.3,464.1941672267502,619
four_normal_groups,20,arbitrary_neighbour,exponentional_temperature,100,0.99,458.0006785135131,863
four_normal_groups,20,arbitrary_neighbour,exponentional_temperature,100,0.9,615.7993321968745,571
four_normal_groups,20,arbitrary_neighbour,exponentional_temperature,100,0.8,549.8065136584373,503
four_normal_groups,20,arbitrary_neighbour,exponentional_temperature,100,0.5,496.3946703107395,583
four_normal_groups,20,arbitrary_neighbour,exponentional_temperature,100,0.3,470.26749400444544,1000
four_normal_groups,20,arbitrary_neighbour,exponentional_temperature,1000,0.99,466.553565167725,988
four_normal_groups,20,arbitrary_neighbour,exponentional_temperature,1000,0.9,462.7226809902294,864
four_normal_groups,20,arbitrary_neighbour,exponentional_temperature,1000,0.8,567.8267684300018,657
four_normal_groups,20,arbitrary_neighbour,exponentional_temperature,1000,0.5,554.5427678425448,743
four_normal_groups,20,arbitrary_neighbour,exponentional_temperature,1000,0.3,568.7358766722202,501
four_normal_groups,40,consecutive_neighbour,linear_temperature,10,0.99,2492.676992115225,227
four_normal_groups,40,consecutive_neighbour,linear_temperature,10,0.9,2562.441819228844,316
four_normal_groups,40,consecutive_neighbour,linear_temperature,10,0.8,2569.408792056979,347
four_normal_groups,40,consecutive_neighbour,linear_temperature,10,0.5,2540.6940953438566,276
four_normal_groups,40,consecutive_neighbour,linear_temperature,10,0.3,2589.5951712906517,396
four_normal_groups,40,consecutive_neighbour,linear_temperature,100,0.99,2452.9973135753426,278
four_normal_groups,40,consecutive_neighbour,linear_temperature,100,0.9,2439.2079923964625,332
four_normal_groups,40,consecutive_neighbour,linear_temperature,100,0.8,2460.0253762212274,416
four_normal_groups,40,consecutive_neighbour,linear_temperature,100,0.5,2376.1782143737023,380
four_normal_groups,40,consecutive_neighbour,linear_temperature,100,0.3,2293.3375827257205,677
four_normal_groups,40,consecutive_neighbour,linear_temperature,1000,0.99,2632.099950308679,1000
four_normal_groups,40,consecutive_neighbour,linear_temperature,1000,0.9,2088.991097610417,1000
four_normal_groups,40,consecutive_neighbour,linear_temperature,1000,0.8,2623.168666699139,1000
four_normal_groups,40,consecutive_neighbour,linear_temperature,1000,0.5,2736.4954344872585,1000
four_normal_groups,40,consecutive_neighbour,linear_temperature,1000,0.3,2630.579530902743,1000
four_normal_groups,40,consecutive_neighbour,logarytmic_temperature,10,0.99,2569.208642771571,1000
four_normal_groups,40,consecutive_neighbour,logarytmic_temperature,10,0.9,2408.6182149432975,1000
four_normal_groups,40,consecutive_neighbour,logarytmic_temperature,10,0.8,2390.854742478906,1000
four_normal_groups,40,consecutive_neighbour,logarytmic_temperature,10,0.5,2520.754806561129,1000
four_normal_groups,40,consecutive_neighbour,logarytmic_temperature,10,0.3,2372.7891523370117,1000
four_normal_groups,40,consecutive_neighbour,logarytmic_temperature,100,0.99,2161.8994927079484,1000
four_normal_groups,40,consecutive_neighbour,logarytmic_temperature,100,0.9,2040.1099138644543,1000
four_normal_groups,40,consecutive_neighbour,logarytmic_temperature,100,0.8,2091.008433258438,1000
four_normal_groups,40,consecutive_neighbour,logarytmic_temperature,100,0.5,2100.592544520423,1000
four_normal_groups,40,consecutive_neighbour,logarytmic_temperature,100,0.3,2113.2707462623725,1000
four_normal_groups,40,consecutive_neighbour,logarytmic_temperature,1000,0.99,1907.5450131299829,1000
four_normal_groups,40,consecutive_neighbour,logarytmic_temperature,1000,0.9,2549.1738807205056,1000
four_normal_groups,40,consecutive_neighbour,logarytmic_temperature,1000,0.8,2469.3482035513407,1000
four_normal_groups,40,consecutive_neighbour,logarytmic_temperature,1000,0.5,2271.412427414975,1000
four_normal_groups,40,consecutive_neighbour,logarytmic_temperature,1000,0.3,2315.701519725836,1000
four_normal_groups,40,consecutive_neighbour,exponentional_temperature,10,0.99,2476.6375189085343,632
four_normal_groups,40,consecutive_neighbour,exponentional_temperature,10,0.9,2534.1389376793954,261
four_normal_groups,40,consecutive_neighbour,exponentional_temperature,10,0.8,2640.6103429821537,284
four_normal_groups,40,consecutive_neighbour,exponentional_temperature,10,0.5,2768.668806885189,365
four_normal_groups,40,consecutive_neighbour,exponentional_temperature,10,0.3,2657.849082612251,342
four_normal_groups,40,consecutive_neighbour,exponentional_temperature,100,0.99,2172.903395814583,756
four_normal_groups,40,consecutive_neighbour,exponentional_temperature,100,0.9,2771.393329214832,248
four_normal_groups,40,consecutive_neighbour,exponentional_temperature,100,0.8,2566.830322727482,292
four_normal_groups,40,consecutive_neighbour,exponentional_temperature,100,0.5,2624.1643017416927,253
four_normal_groups,40,consecutive_neighbour,exponentional_temperature,100,0.3,2578.0607700295864,268
four_normal_groups,40,consecutive_neighbour,exponentional_temperature,1000,0.99,2405.665663654375,1000
four_normal_groups,40,consecutive_neighbour,exponentional_temperature,1000,0.9,2413.217631910479,362
four_normal_groups,40,consecutive_neighbour,exponentional_temperature,1000,0.8,2640.979114762754,271
four_normal_groups,40,consecutive_neighbour,exponentional_temperature,1000,0.5,2634.2543053062777,291
four_normal_groups,40,consecutive_neighbour,exponentional_temperature,1000,0.3,2890.04818543242,285
four_normal_groups,40,arbitrary_neighbour,linear_temperature,10,0.99,1141.5842328402764,834
four_normal_groups,40,arbitrary_neighbour,linear_temperature,10,0.9,928.7677469771928,1000
four_normal_groups,40,arbitrary_neighbour,linear_temperature,10,0.8,1115.3239530562894,1000
four_normal_groups,40,arbitrary_neighbour,linear_temperature,10,0.5,1018.6640532159607,1000
four_normal_groups,40,arbitrary_neighbour,linear_temperature,10,0.3,981.2663844218083,1000
four_normal_groups,40,arbitrary_neighbour,linear_temperature,100,0.99,1150.8061734312723,904
four_normal_groups,40,arbitrary_neighbour,linear_temperature,100,0.9,1083.8617826698135,1000
four_normal_groups,40,arbitrary_neighbour,linear_temperature,100,0.8,1128.4488364876997,834
four_normal_groups,40,arbitrary_neighbour,linear_temperature,100,0.5,1041.8971006538848,663
four_normal_groups,40,arbitrary_neighbour,linear_temperature,100,0.3,932.5708230356726,968
four_normal_groups,40,arbitrary_neighbour,linear_temperature,1000,0.99,2149.6714097180406,1000
four_normal_groups,40,arbitrary_neighbour,linear_temperature,1000,0.9,2098.633876008741,1000
four_normal_groups,40,arbitrary_neighbour,linear_temperature,1000,0.8,2305.862008442888,1000
four_normal_groups,40,arbitrary_neighbour,linear_temperature,1000,0.5,2508.3014739332516,1000
four_normal_groups,40,arbitrary_neighbour,linear_temperature,1000,0.3,2410.49517017737,1000
four_normal_groups,40,arbitrary_neighbour,logarytmic_temperature,10,0.99,1140.2437268316528,1000
four_normal_groups,40,arbitrary_neighbour,logarytmic_temperature,10,0.9,1005.8490542055628,1000
four_normal_groups,40,arbitrary_neighbour,logarytmic_temperature,10,0.8,894.9541684569574,1000
four_normal_groups,40,arbitrary_neighbour,logarytmic_temperature,10,0.5,1185.470667530245,1000
four_normal_groups,40,arbitrary_neighbour,logarytmic_temperature,10,0.3,1056.5588582620871,1000
four_normal_groups,40,arbitrary_neighbour,logarytmic_temperature,100,0.99,1182.655913282286,1000
four_normal_groups,40,arbitrary_neighbour,logarytmic_temperature,100,0.9,1187.1429836087673,1000
four_normal_groups,40,arbitrary_neighbour,logarytmic_temperature,100,0.8,1095.805006018003,1000
four_normal_groups,40,arbitrary_neighbour,logarytmic_temperature,100,0.5,1078.5342219704125,1000
four_normal_groups,40,arbitrary_neighbour,logarytmic_temperature,100,0.3,918.5022027575608,1000
four_normal_groups,40,arbitrary_neighbour,logarytmic_temperature,1000,0.99,1922.8591675586583,1000
four_normal_groups,40,arbitrary_neighbour,logarytmic_temperature,1000,0.9,2126.865868910656,1000
four_normal_groups,40,arbitrary_neighbour,logarytmic_temperature,1000,0.8,2086.5001853876684,1000
four_normal_groups,40,arbitrary_neighbour,logarytmic_temperature,1000,0.5,1840.1439262788772,1000
four_normal_groups,40,arbitrary_neighbour,logarytmic_temperature,1000,0.3,2026.1299766078653,1000
four_normal_groups,40,arbitrary_neighbour,exponentional_temperature,10,0.99,904.9697485333716,1000
four_normal_groups,40,arbitrary_neighbour,exponentional_temperature,10,0.9,1153.3676228597665,796
four_normal_groups,40,arbitrary_neighbour,exponentional_temperature,10,0.8,949.6481423105832,1000
four_normal_groups,40,arbitrary_neighbour,exponentional_temperature,10,0.5,1323.8903021189165,1000
four_normal_groups,40,arbitrary_neighbour,exponentional_temperature,10,0.3,1149.444041865157,939
four_normal_groups,40,arbitrary_neighbour,exponentional_temperature,100,0.99,1021.1994659911988,1000
four_normal_groups,40,arbitrary_neighbour,exponentional_temperature,100,0.9,1226.016320059921,685
four_normal_groups,40,arbitrary_neighbour,exponentional_temperature,100,0.8,1122.3499785866231,723
four_normal_groups,40,arbitrary_neighbour,exponentional_temperature,100,0.5,880.2317175922805,1000
four_normal_groups,40,arbitrary_neighbour,exponentional_temperature,100,0.3,1187.0535313970397,962
four_normal_groups,40,arbitrary_neighbour,exponentional_temperature,1000,0.99,1165.603385980382,1000
four_normal_groups,40,arbitrary_neighbour,exponentional_temperature,1000,0.9,1077.0653321321179,1000
four_normal_groups,40,arbitrary_neighbour,exponentional_temperature,1000,0.8,871.9330800800757,1000
four_normal_groups,40,arbitrary_neighbour,exponentional_temperature,1000,0.5,1050.6339769079284,1000
four_normal_groups,40,arbitrary_neighbour,exponentional_temperature,1000,0.3,1053.070087566277,1000
nine_normal_groups,9,consecutive_neighbour,linear_temperature,10,0.99,409.64863887568083,136
nine_normal_groups,9,consecutive_neighbour,linear_temperature,10,0.9,485.3543386789552,127
nine_normal_groups,9,consecutive_neighbour,linear_temperature,10,0.8,501.28718386406524,120
nine_normal_groups,9,consecutive_neighbour,linear_temperature,10,0.5,415.70227718517054,124
nine_normal_groups,9,consecutive_neighbour,linear_temperature,10,0.3,485.3543386789552,106
nine_normal_groups,9,consecutive_neighbour,linear_temperature,100,0.99,312.0613266565533,197
nine_normal_groups,9,consecutive_neighbour,linear_temperature,100,0.9,312.06132665655394,206
nine_normal_groups,9,consecutive_neighbour,linear_temperature,100,0.8,438.44333073553867,225
nine_normal_groups,9,consecutive_neighbour,linear_temperature,100,0.5,443.47666023271313,283
nine_normal_groups,9,consecutive_neighbour,linear_temperature,100,0.3,312.0613266565533,368
nine_normal_groups,9,consecutive_neighbour,linear_temperature,1000,0.99,371.6416001653081,1000
nine_normal_groups,9,consecutive_neighbour,linear_temperature,1000,0.9,409.64863887568293,1000
nine_normal_groups,9,consecutive_neighbour,linear_temperature,1000,0.8,368.6054763212802,1000
nine_normal_groups,9,consecutive_neighbour,linear_temperature,1000,0.5,312.0613266565555,1000
nine_normal_groups,9,consecutive_neighbour,linear_temperature,1000,0.3,371.64160016530644,1000
nine_normal_groups,9,consecutive_neighbour,logarytmic_temperature,10,0.99,501.2871838640651,102
nine_normal_groups,9,consecutive_neighbour,logarytmic_temperature,10,0.9,312.06132665655343,131
nine_normal_groups,9,consecutive_neighbour,logarytmic_temperature,10,0.8,501.28718386406524,134
nine_normal_groups,9,consecutive_neighbour,logarytmic_temperature,10,0.5,312.0613266565533,134
nine_normal_groups,9,consecutive_neighbour,logarytmic_temperature,10,0.3,485.3543386789552,186
nine_normal_groups,9,consecutive_neighbour,logarytmic_temperature,100,0.99,312.06132665655366,1000
nine_normal_groups,9,consecutive_neighbour,logarytmic_temperature,100,0.9,312.06132665655343,557
nine_normal_groups,9,consecutive_neighbour,logarytmic_temperature,100,0.8,312.06132665655326,394
nine_normal_groups,9,consecutive_neighbour,logarytmic_temperature,100,0.5,312.0613266565536,375
nine_normal_groups,9,consecutive_neighbour,logarytmic_temperature,100,0.3,312.0613266565533,1000
nine_normal_groups,9,consecutive_neighbour,logarytmic_temperature,1000,0.99,368.75574380536335,1000
nine_normal_groups,9,consecutive_neighbour,logarytmic_temperature,1000,0.9,368.60547632128026,1000
nine_normal_groups,9,consecutive_neighbour,logarytmic_temperature,1000,0.8,312.0613266565561,1000
nine_normal_groups,9,consecutive_neighbour,logarytmic_temperature,1000,0.5,371.94975338698737,1000
nine_normal_groups,9,consecutive_neighbour,logarytmic_temperature,1000,0.3,368.7557438053696,1000
nine_normal_groups,9,consecutive_neighbour,exponentional_temperature,10,0.99,501.28718386406524,178
nine_normal_groups,9,consecutive_neighbour,exponentional_temperature,10,0.9,474.97033139177836,115
nine_normal_groups,9,consecutive_neighbour,exponentional_temperature,10,0.8,501.2871838640653,123
nine_normal_groups,9,consecutive_neighbour,exponentional_temperature,10,0.5,501.2871838640651,104
nine_normal_groups,9,consecutive_neighbour,exponentional_temperature,10,0.3,501.2871838640651,104
nine_normal_groups,9,consecutive_neighbour,exponentional_temperature,100,0.99,312.06132665655457,241
nine_normal_groups,9,consecutive_neighbour,exponentional_temperature,100,0.9,475.8769838095841,125
nine_normal_groups,9,consecutive_neighbour,exponentional_temperature,100,0.8,501.2871838640651,108
nine_normal_groups,9,consecutive_neighbour,exponentional_temperature,100,0.5,312.0613266565533,123
nine_normal_groups,9,consecutive_neighbour,exponentional_temperature,100,0.3,409.6486388756807,129
nine_normal_groups,9,consecutive_neighbour,exponentional_temperature,1000,0.99,312.0613266565536,491
nine_normal_groups,9,consecutive_neighbour,exponentional_temperature,1000,0.9,486.3104310136315,148
nine_normal_groups,9,consecutive_neighbour,exponentional_temperature,1000,0.8,475.71853789348313,141
nine_normal_groups,9,consecutive_neighbour,exponentional_temperature,1000,0.5,312.0613266565538,113
nine_normal_groups,9,consecutive_neighbour,exponentional_temperature,1000,0.3,475.8769838095841,115
nine_normal_groups,9,arbitrary_neighbour,linear_temperature,10,0.99,312.0613266565532,193
nine_normal_groups,9,arbitrary_neighbour,linear_temperature,10,0.9,312.0613266565533,174
nine_normal_groups,9,arbitrary_neighbour,linear_temperature,10,0.8,312.0613266565533,125
nine_normal_groups,9,arbitrary_neighbour,linear_temperature,10,0.5,312.06132665655343,164
nine_normal_groups,9,arbitrary_neighbour,linear_temperature,10,0.3,312.06132665655326,177
nine_normal_groups,9,arbitrary_neighbour,linear_temperature,100,0.99,312.06132665655343,168
nine_normal_groups,9,arbitrary_neighbour,linear_temperature,100,0.9,312.0613266565537,215
nine_normal_groups,9,arbitrary_neighbour,linear_temperature,100,0.8,312.06132665655366,299
nine_normal_groups,9,arbitrary_neighbour,linear_temperature,100,0.5,312.06132665655326,249
nine_normal_groups,9,arbitrary_neighbour,linear_temperature,100,0.3,312.061326656554,337
nine_normal_groups,9,arbitrary_neighbour,linear_temperature,1000,0.99,425.12900428814686,1000
nine_normal_groups,9,arbitrary_neighbour,linear_temperature,1000,0.9,370.23100683181065,1000
nine_normal_groups,9,arbitrary_neighbour,linear_temperature,1000,0.8,424.2434179753094,1000
nine_normal_groups,9,arbitrary_neighbour,linear_temperature,1000,0.5,379.79550091777827,1000
nine_normal_groups,9,arbitrary_neighbour,linear_temperature,1000,0.3,369.9522450634431,1000
nine_normal_groups,9,arbitrary_neighbour,logarytmic_temperature,10,0.99,312.0613266565535,196
nine_normal_groups,9,arbitrary_neighbour,logarytmic_temperature,10,0.9,312.06132665655343,175
nine_normal_groups,9,arbitrary_neighbour,logarytmic_temperature,10,0.8,312.0613266565532,124
nine_normal_groups,9,arbitrary_neighbour,logarytmic_temperature,10,0.5,312.06132665655326,159
nine_normal_groups,9,arbitrary_neighbour,logarytmic_temperature,10,0.3,312.0613266565533,277
nine_normal_groups,9,arbitrary_neighbour,logarytmic_temperature,100,0.99,312.0613266565531,555
nine_normal_groups,9,arbitrary_neighbour,logarytmic_temperature,100,0.9,312.06132665655326,353
nine_normal_groups,9,arbitrary_neighbour,logarytmic_temperature,100,0.8,312.06132665655315,404
nine_normal_groups,9,arbitrary_neighbour,logarytmic_temperature,100,0.5,312.0613266565535,240
nine_normal_groups,9,arbitrary_neighbour,logarytmic_temperature,100,0.3,312.0613266565531,270
nine_normal_groups,9,arbitrary_neighbour,logarytmic_temperature,1000,0.99,368.7557438053645,1000
nine_normal_groups,9,arbitrary_neighbour,logarytmic_temperature,1000,0.9,376.10480514434585,1000
nine_normal_groups,9,arbitrary_neighbour,logarytmic_temperature,1000,0.8,368.6054763212828,1000
nine_normal_groups,9,arbitrary_neighbour,logarytmic_temperature,1000,0.5,368.6054763212794,1000
